프로그램ID,프로그램세부ID,프로그램명,프로그램주제,주관부서(상위),주관부서(하위),시작일,종료일,프로그램 소개,프로그램 태그,프로그램 구분,프로그램유형1,프로그램유형2,교육방법,프로그램 시간,마일리지,참여자수,이수자수,핵심역량점수1,핵심역량점수2,핵심역량점수3,핵심역량점수4,핵심역량점수5,핵심역량점수6,핵심역량점수7,핵심역량점수8
5224,0,[행정학과]2024년 전공별 진로·취업 비교과 프로그램 (2차),[행정학과]2024년 전공별 진로·취업 비교과 프로그램 (2차),사회과학대학,행정학과,24-9-30 오후 6:00,24-9-30 오후 8:00,`Chat GPT 시대의 금융과 직업` 주제로 특강을 진행합니다.,"ChatGPT,금융,금융권,금융직무,금융취업,실무자특강,전공별진로취업,직업,진로취업,특강,행정학과",비교과 (비학점),취업,전공별진로취업,대면,2,2000,17,15,,2,,,,,,
5225,4498,[선배와의간담회] 2024년 하반기 선배와의 간담회(10월),9/30(월) 19~21시 동국제약 이주현 동문(식품영양학과19),대학일자리플러스센터,대학일자리플러스센터,24-9-30 오후 7:00,24-9-30 오후 9:00,"동문선배에게 듣는 취업준비 경험과 현 직무에 대한 정보 공유 

*운영방법:9/30(월), 10/10(목), 10/28(월), 10/30(수), 10/31(목) - Zoom
                  10/29(화)- 대면(진리관 106호)
* 비대면 Zoom으로 진행되는 간담회는 당일  Zoom 주소 문자 안내","LGCNS,네이버,대학일자리센터,동국제약,매치워크,빙그레,삼성카드,선배,선배꿀팁,선배와의대화,선배특강,직무,채널A,취업",비교과 (비학점),취업,특강/워크숍/캠프,대면 비대면 병행(실시간),2,2000,53,42,1,1,,,,,,
5244,4513,[도서관] 10월 정기 학술정보이용교육,[10/10(목) 20:00] 참고문헌이 내 손안에! Refworks 활용법(폐강),중앙도서관,학술정보운영팀,24-10-10 오후 8:00,24-10-10 오후 9:00,"도서관에서 시행하는 정기 학술정보 이용교육입니다.
학술정보 이용교육을 통해 도서관 소장자료, 구독자료 등의 학술정보를 효과적으로 검색하고 활용하는 방법을 배워보세요.","DBPIA,RefWorks,교보문고,논문작성,도서관,동영상강좌,오디오북,이용교육,이용법,자료작성법,전자책,참고문헌,학술DB,학술논문,학술정보",비교과 (비학점),학습,독서,대면,1,1000,4,0,0.4,,0.6,,,,,
5145,2481,[재맞고] 2024 하반기 영문이력서 작성법 및 영어 면접 전략 특강,영문이력서 및 커버레터 작성법,대학일자리플러스센터,대학일자리플러스센터,24-10-11 오전 10:00,24-10-11 오후 12:00,영문이력서/커버레터 작성법과 영어 면접 대비 전략 특강,"글로벌역량강화,대학일자리센터,대학일자리플러스센터,면접대비,면접특강,비대면,영문이력서,영어면접,작성법",비교과 (비학점),취업,특강/워크숍/캠프,비대면(실시간),2,2000,160,112,2,,,,,,,
5274,0,에세이 대회,에세이 대회,부설연구기관,부설연구기관,24-10-28 오전 12:00,24-11-21 오후 11:45,숙명여자대학교 교양교육연구소는 디지털 전환의 시기를 살아가는 대학생 여러분들의 삶에 대한 솔직한 이야기를 듣고 함께 생각해 보는 시간을 갖기 위하여 11월  제2회 온라인 에세이대회를 개최합니다. 빠르고 바삐 돌아가는 현대 사회 속에서 여러분들의 일상은 어떻게 이뤄지고 있는지요. 소소한 여러분들의 생각을 맘껏 펼쳐볼 수 있는 장을 마련했습니다. 관심 있는 학생들의 많은 참여를 바라겠습니다.,"20대,AI친구,교양교육연구소,대회,에세이대회,외로움",비교과 (비학점),학습,공모전/경진대회,"해당없음(공모전, 콘테스트 등)",3,2000,149,149,0.9,,0.9,0.3,0.9,,,
5337,0,[대학원 비교과]인공지능 및 거대 언어 모델 기반 자동화 시스템 설계,[대학원 비교과]인공지능 및 거대 언어 모델 기반 자동화 시스템 설계,대학원,기계시스템학과,24-10-27 오전 12:00,24-12-21 오후 11:45,"1. 특강을 통한 전공 지식 실습 및 개인 능력 강화
2. 최신 기술 동향 파악 및 실습을 통한 전공 연구 분야 경험 및 진로 탐색
두 가지를 목적으로 활동을 진행할 예정.","거대언어모델,기계시스템학과,기계시스템학부,대학원비교과,산학연계비교과,설계,실습,인공지능,자동화시스템,전공지식,진로탐색",비교과 (비학점),학습,산학연계비교과,대면,10,8000,10,10,2.5,,2.5,,,2.5,2.5,
5260,4608,[LCB외식경영전공] 2024학년도 산학연 연계 비교과 프로그램,3. 외식전공자의 창업과 경영 커리어 쌓기,문과대학,르꼬르동블루외식경영전공,24-10-31 오후 12:00,24-10-31 오후 1:45,"산학연 연계 비교과 프로그램 - 환대•외식산업 진출 준비를 위한 역량 강화 릴레이 세미나
1. 프랜차이즈 분야 마케터 커리어 쌓기
2. 와인유통과 컨설팅 커리어 쌓기
3. 외식전공자의 창업과 경영 커리어 쌓기
4. 호텔리어 커리어 쌓기
5. 호텔 현장 견학 및 호텔리어 멘토링
6. 대기업 호스피탈리티 사업부 커리어 쌓기","LCB,경영,릴레이세미나,마케터,산학연계비교과,실무자특강,와인유통,창업,컨설팅,특강,프랜차이즈,현직자특강,호텔리어",비교과 (비학점),학습,산학연계비교과,대면,2,2000,19,19,,1,,1,,,,
5145,2482,[재맞고] 2024 하반기 영문이력서 작성법 및 영어 면접 전략 특강,영어면접 전략,대학일자리플러스센터,대학일자리플러스센터,24-10-31 오후 3:00,24-10-31 오후 5:00,영문이력서/커버레터 작성법과 영어 면접 대비 전략 특강,"글로벌역량강화,대학일자리센터,대학일자리플러스센터,면접대비,면접특강,비대면,영문이력서,영어면접,작성법",비교과 (비학점),취업,특강/워크숍/캠프,비대면(실시간),2,2000,101,76,2,,,,,,,
5251,0,웰다 혈당다이어트 프로그램 [디지털휴머니티센터x대웅제약],웰다 혈당다이어트 프로그램 [디지털휴머니티센터x대웅제약],총장직속기구,디지털휴머니티센터,24-10-1 오전 9:00,24-11-30 오후 6:00,효과적으로 체중을 감량하고 건강한 삶을 영위하기 위해 혈당 다이어트의 과학적 원리와 방법을 이해하고 쉽고 유지 가능한 다이어트를 경험한다.,"건강관리,대외활동,스펙,식단관리,장학금,진로,취업연계,커리어,피트니스,학생코치",비교과 (비학점),심리,특강/워크숍/행사,"해당없음(공모전, 콘테스트 등)",5,0,14,6,2.5,,,2.5,,,,
5277,0,[산학연계]미디어 연계 포트폴리오 제작 및 메타온오프라인 전시시연 진행,[산학연계]미디어 연계 포트폴리오 제작 및 메타온오프라인 전시시연 진행,미술대학,회화과,24-10-11 오전 9:00,24-12-11 오후 9:00,"미디어 연계 포트폴리오 제작 및 메타온오프라인 전시시연 진행

학생들에게 효과적으로 평가되어 지속적으로 운영되고 있는 <포트폴리오 제작 및 전시진행>에 ‘미디어영상 제작 및 시연’을 추가하여 외부강사를 통한 전문프로그램을 통해 영상을 스스로 제작하고 1학기에 운영되었던 1차에 진행된 내부전시를 통해 역량을 키웠고, 나아가 2차에서는 교내가 아닌 외부 전시를 함께 진행함으로써 외부에서의 미디어와 작업의 콜라보레이션을 함께 진행할 수 있는 좋은 기회를 얻을 수 있습니다. 

최근 다양해지고 있는 예술분야의 직업군에 따라 컴퓨터에 익숙하지 않은 회화과 학생들에게 보다 접하기 어려운 생소한 영상제작의 기초지식을 습득할 수 있고, 특강 시, 본인역량에 따라 외부공모에서 자주 언급되는 본인영상자료 제작에 관한 건에 대한 영상제작자(영상예술가)에게 개별자문을 얻을 수 있으며, 나아가 기초양식을 배운 학생들이 원활하게 외부전시시 본인의 작품, 또는 포트폴리오를 영상화함으로써 본인작업에 대한 심화과정을 습득할 수 있습니다.","갤러리,메타온오프라인,미디어연계,미술,미술관,미술실무,미술취업,산학연계비교과,인디자인,전공활용,전시,전시시연,전시진행,제작,진로,진로탐색,취업,취업역량강화,포트폴리오,프로젝트,회화과",비교과 (비학점),학습,산학연계비교과,대면,30,15000,16,16,15,,15,,,,,
5244,4517,[도서관] 10월 정기 학술정보이용교육,[10/31(목) 15:00] 전자책·오디오북·동영상강좌 이용법,중앙도서관,학술정보운영팀,24-10-31 오후 3:00,24-10-31 오후 4:00,"도서관에서 시행하는 정기 학술정보 이용교육입니다.
학술정보 이용교육을 통해 도서관 소장자료, 구독자료 등의 학술정보를 효과적으로 검색하고 활용하는 방법을 배워보세요.","DBPIA,RefWorks,교보문고,논문작성,도서관,동영상강좌,오디오북,이용교육,이용법,자료작성법,전자책,참고문헌,학술DB,학술논문,학술정보",비교과 (비학점),학습,독서,대면,1,1000,5,2,0.4,,0.6,,,,,
5225,4503,[선배와의간담회] 2024년 하반기 선배와의 간담회(10월),10/31(목) 17~19시 LG CNS 이다솜 동문(컴퓨터과학부11),대학일자리플러스센터,대학일자리플러스센터,24-10-31 오후 5:00,24-10-31 오후 7:00,"동문선배에게 듣는 취업준비 경험과 현 직무에 대한 정보 공유 

*운영방법:9/30(월), 10/10(목), 10/28(월), 10/30(수), 10/31(목) - Zoom
                  10/29(화)- 대면(진리관 106호)
* 비대면 Zoom으로 진행되는 간담회는 당일  Zoom 주소 문자 안내","LGCNS,네이버,대학일자리센터,동국제약,매치워크,빙그레,삼성카드,선배,선배꿀팁,선배와의대화,선배특강,직무,채널A,취업",비교과 (비학점),취업,특강/워크숍/캠프,대면 비대면 병행(실시간),2,2000,97,58,1,1,,,,,,
5328,0,2024학년도2학기 학생교육혁신단_나의  비교과 눈송유형을 찾아서,2024학년도2학기 학생교육혁신단_나의  비교과 눈송유형을 찾아서,교육혁신원,대학IR센터,24-10-2 오전 12:00,24-10-2 오후 11:59,우리 대학의  비교과 인식 확대를 위한 홍보 및 학생교육혁신단 안내 활동을 진행합니다.,"교육혁신,눈송유형,비교과,비교과유형,비교과혁신,비교과홍보,학생교육혁신단,학생활동,혁신단활동,홍보",비교과 (비학점),학생활동,전시/견학/답사,대면,1,1000,481,481,0.5,0.5,,,,,,
5245,0,[재맞고]합격하는 자기소개서&면접 1:1컨설팅(IAP 10월 프로그램),[재맞고]합격하는 자기소개서&면접 1:1컨설팅(IAP 10월 프로그램),대학일자리플러스센터,대학일자리플러스센터,24-10-2 오전 9:30,24-10-31 오후 5:00,"- 재학생 맞춤형 고용서비스 점프업 참여자들을 대상으로 진행되는 1:1 자기소개서  및 면접 컨설팅
- IAP 등록 후 1시간 포인트를 인정받을 수 있음","IAP,대학일자리센터,맞춤형,면접,면접컨설팅,일대일,일대일컨설팅,자기소개서,자소서,재맞고,취업컨설팅,클리닉",비교과 (비학점),취업,상담/클리닉,대면 비대면 병행(실시간),1,1000,29,22,0.5,,,0.5,,,,
5263,0,[LCB외식경영전공] 6. 라투랑겔과 파주와이너리 견학 정리 및 reflection 비교과 프로그램,[LCB외식경영전공] 6. 라투랑겔과 파주와이너리 견학 정리 및 reflection 비교과 프로그램,문과대학,르꼬르동블루외식경영전공,24-10-11 오후 12:00,24-10-11 오후 1:00,"[LCB외식경영전공] 2024학년도 산학연 연계 비교과 프로그램 
6. 라투랑겔과 파주와이너리 견학 정리 및 reflection 비교과 프로그램

앞서 진행한 라투랑겔과 파주 와이너리 견학에 대한 경험을 정리하고 결과물로 발전시킬 수 있는 시간을 가진다.","LCB,견학,결과발표,산학연계비교과,와이너리",비교과 (비학점),학습,산학연계비교과,대면,1,2000,14,14,0.25,0.25,,0.25,,0.25,,
5253,0,고급RC카를 이용한 자율주행 및 객체인식 실습,고급RC카를 이용한 자율주행 및 객체인식 실습,기초교양대학,융합학부,24-10-11 오후 2:00,24-11-1 오후 6:00,"일정/장소 : 2024. 10. 11일(금), 18(금), 11/01(금) 프라임관 105호
담당강사 : 김정훈 다표(샘플전자 대표)
신청자격 
- 기술인문융합전공 재학생
- 2024-1학기 “라즈베리파이와 파이썬으로 배우는 자율주행자동차＂ 이수자
- 2024-2학기 “자율주행자동차 이론과 실습(기초)” 비교과과정 이수자
- 공과대학 재학생 중 파이썬언어와 인공지능 관련 교과목 이수자

강의내용 : RC카로 제작된 고급 자율주행자동차의 구성요소와 동작과정을 이해하고, 파이썬 소스코드를 분석하여 응용할 수 있는 역량을 기르고, nVidia CNN 딥러닝 모델을 이해하고 다양한 모델을 적용할 수 있는 역량을 기르며, 자율주행 트랙을 주행하면서 사람, 건물, 동물 등을 인식하는 객체인식에 대한 원리와 과정을 프로젝트 형식으로 체험할 수 있는 과정임","객체인식,딥러닝,산학연계비교과,융합학부,인공지능,자율주행,파이썬",비교과 (비학점),학습,산학연계비교과,대면,12,8000,17,14,3.6,,3.6,4.8,,,,
5281,0,"2024학년도 숙명브랜드 경진대회: 나야, 숙명! 숙명을 보여줘","2024학년도 숙명브랜드 경진대회: 나야, 숙명! 숙명을 보여줘",글로벌융합대학,글로벌융합대학 교학팀,24-10-28 오전 12:00,24-11-24 오후 11:45,외국인 유학생과 한국인 재학생이 숙명여대 캠퍼스와 다양한 학생활동을 콘텐츠로 제작하여 대학 브랜드의 가치를 홍보하는 숏폼 제작 공모전,"공모전,글로벌융합대학,브랜드홍보,숏폼,숏폼제작,유학생,재학생,콘텐츠제작,학생활동",비교과 (비학점),학습,공모전/경진대회,"해당없음(공모전, 콘테스트 등)",2,2000,36,36,,,0.5,0.5,,,0.5,0.5
5225,4504,[선배와의간담회] 2024년 하반기 선배와의 간담회(10월),10/31(목) 19~21시 네이버 정지훈 동문(미디어학부10),대학일자리플러스센터,대학일자리플러스센터,24-10-31 오후 7:00,24-10-31 오후 9:00,"동문선배에게 듣는 취업준비 경험과 현 직무에 대한 정보 공유 

*운영방법:9/30(월), 10/10(목), 10/28(월), 10/30(수), 10/31(목) - Zoom
                  10/29(화)- 대면(진리관 106호)
* 비대면 Zoom으로 진행되는 간담회는 당일  Zoom 주소 문자 안내","LGCNS,네이버,대학일자리센터,동국제약,매치워크,빙그레,삼성카드,선배,선배꿀팁,선배와의대화,선배특강,직무,채널A,취업",비교과 (비학점),취업,특강/워크숍/캠프,대면 비대면 병행(실시간),2,2000,154,76,1,1,,,,,,
5261,4533,SM 투게더 (Sookmyung Together) 자기 주도 동아리 Develop,SM투게더 자기주도 동아리 Develop(11월),대학일자리플러스센터,대학일자리플러스센터,24-11-1 오전 12:00,24-11-28 오전 12:00,"여름방학 때 자기주도 동아리 활동했던 학생 들 중 심화 활동 희망자 대상으로 진행
숙명여자대학교 재학생의 진로 구체화와 자기주도적 활동을 통한 진로∙취업 역량 강화 
빌드업 프로젝트 심층 상담으로 수립한 포트폴리오 계획을 실행하여 취업역량 향상 
정기 모임을 통한 자율과제 수행","Develop,대학일자리센터,동아리,빌드업,자기주도,재맞고,직무탐색,진로,진로동아리,진로연계,취업,취업동아리",비교과 (비학점),진로,진로연계비교과,대면,20,0,20,18,14,,6,,,,,
5152,4454,A Trip to Sookmyung(숙명에서 여행하다),A Trip to Sookmyung  부스 참여,교육혁신원,대학IR센터,24-10-2 오후 12:00,24-10-2 오후 5:00,"재학생 버디와 함께하는 외국인 학생  문화 체험 부스 프로그램. 외국인 학생들의 신청을 받아 재학생이 그 나라의 문화를 체험할 수 있도록 음식, 게임(전통놀이), 의상 3개의 분야로 부스를 개최함. 교내에서 타국의 문화를 체험할 수 있는 기회를 부여하고 외국인 학생과 직접 소통함으로써 숙명인의 국제감각 및 협력적 소통능력 향상 도모.","국제감각,기획공모전,대학IR센터,문화교류,문화부스,문화체험,버디,비교과,소통,여러나라,외국인학생,재학생,체험,최우수당선작,학생주도,학생주도비교과",비교과 (비학점),학생활동,전시/견학/답사,대면,1,1000,206,206,,,,,,0.4,0.6,
5247,0,[경제학부] 나를 발견하는 대학생활 : 진로탐색과 취업 준비 과정,[경제학부] 나를 발견하는 대학생활 : 진로탐색과 취업 준비 과정,경상대학,경제학부,24-10-11 오후 4:00,24-10-11 오후 6:00,"2024 전공별 진로·취업 비교과 프로그램-취업역량 강화를 위해 강탁희 선배님(한국벤처투자)을 초대하여 경제학도로서 취업준비와 직무탐색에 대한 전반적인 이해에 대한 프로그램 입니다.

대상: 금융공기업 취업 희망자, 일반 회사 지원자","경제,경제학부,공기업,금융,동문특강,선배꿀팁,선배와의대화,실무자특강,전공별,전공별진로취업,진로,취업,취업특강,현직자특강",비교과 (비학점),취업,전공별진로취업,대면,2,2000,32,26,,1,,1,,,,
5254,4527,[재맞고] 우리 모두 취업 합시다!!,취린이는 이것부터! (강사: 면접왕 이형),대학일자리플러스센터,대학일자리플러스센터,24-10-11 오후 7:00,24-10-11 오후 8:00,"★ 대학일자리플러스센터에서 서울권역 참가대학들과 함께 준비한 프로그램 ★
- 사전등록: 10/4(금), 15시 오픈, 반드시 `별도의 사전등록` 필요!
- 프로그램: 실시간 ZOOM 진행 (사전 등록 자들에게 URL 전달)
(10/8 화 19:00~20:00) `사교육 일타강사가 말하는 채용트렌드` (강사: 홍기찬)
(10/9 수 19:00~20:00) `취준때도 취업 후에도 왜 행복하지 못할까?` (강사: 정신과의사 뇌부자들)
(10/10 목 19:00~20:00) `여러분의 MBTI성격유형과 어울리는 회사 업무는? (강사: 내일부터 출근)
(10/11 금 19:00~20:00) `취린이는 이것부터! (면접왕 이형)
(~10/18 금) VOD수강 가능
★ WISE 신청자 중 프로그램 이수 후 설문조사 완료한 자에게는 마일리지 지급! (단, 참가 URL을 받기 위해서는 반드시 별도의 사전등록 필수)","MBTI,대플,대학일자리센터,대학일자리플러스센터,면접왕,이형,재맞고,직무,채용트렌드,출근,취린이,취뽀,취업,취준,홍기찬,회사",비교과 (비학점),취업,특강/워크숍/캠프,비대면(실시간),1,1000,208,96,,1,,,,,,
5303,0,2024학년도 2학기 TOPIK  CLASS(중급반),2024학년도 2학기 TOPIK  CLASS(중급반),글로벌융합대학,글로벌융합대학 교학팀,24-10-28 오전 12:00,24-11-29 오후 11:45,"외국인 유학생을 대상으로 제공하는 한국어능력시험 집중 대비반입니다.
(내국인 재학생은 대상이 아닙니다.)","TOPIK,글로벌융합대학,시험대비반,유학생,중급,중급반,토픽,한국어,한국어능력시험,한국어시험",비교과 (비학점),학습,워크숍/특강,대면,30,10000,14,13,,,,,,,30,
5368,0,[대학원 비교과] 반도체 트랜지스터 전기적 특성 분석을 위한 Mathcad 프로그래밍,[대학원 비교과] 반도체 트랜지스터 전기적 특성 분석을 위한 Mathcad 프로그래밍,대학원,응용물리학과,24-11-1 오전 12:00,24-11-30 오후 11:45,"▣ 반도체 소자의 기초 특성을 데이터 기반으로 학습하고, 정량적 데이터 분석법을 적용하여 반도체 소자의 전하거동 원리 및 산란 원인에 관한 학술적 이해를 높이고자 함
▣ 대학원생의 반도체 소자에 관한 연구자로서의 기초소양을 두루 갖춘 우수 연구자를 배출하고자 함","Mathcad,대학원비교과,데이터시각화,데이터처리,반도체,소자측정,측정법,트랜지스터,프로그래밍",전공교과연계 비교과 (학점불인정),학습,산학연계비교과,비대면(녹화),10,5000,56,17,5,,,5,,,,
5180,4490,[재맞고]공기업 취업의 모든것,NCS 기반 공기업 자기소개서 작성법,대학일자리플러스센터,대학일자리플러스센터,24-10-4 오후 5:00,24-10-4 오후 8:00,"가.  공기업 채용 프로세스에서 각 서류 , 필기, 면접 전형에 대해 이해하고 장기적으로 준비해야하는 과정에 구체적인 준비 전략을 수립할 수 있게 함.
나. 공기업을 준비하는데 필요한 교재와 필수 정보 등에 대해 구체적인 사례를 공유하여 학생 스스로가 주도적으로  대비할 수 있도록 도움.","공공기관,공기업,공기업분석,공기업소개,공기업취업,대학일자리센터,면접,서류,알짜공기업,준비전략,취업",비교과 (비학점),취업,특강/워크숍/캠프,비대면(실시간),3,2000,130,113,1.5,1.5,,,,,,
5246,0,[미디어학부]선배 업고 튀어_2024 미디어학부 선배와의 만남(6),[미디어학부]선배 업고 튀어_2024 미디어학부 선배와의 만남(6),미디어학부(대학),미디어학부,24-10-4 오후 8:00,24-10-4 오후 9:30,미디어학부를 졸업하고 다양한 곳으로 취업한 선배들을 초대해 여러분의 진로 선택과 결정에 도움을 주고자 비교과 프로그램을 준비하게 되었습니다.,"경제,기자,동원디어푸드,미디어학과,미디어학부,언론,영업,온라인영업,이커머스,전공별진로취업,진로연계,진로연계비교과,진로취업특강,채널영업",비교과 (비학점),취업,전공별진로취업,비대면(실시간),1,1000,9,9,,1,,,,,,
5226,0,[BTS 월드투어 연출자] PLAN A 대표 김상욱 감독 특강,[BTS 월드투어 연출자] PLAN A 대표 김상욱 감독 특강,문과대학,문화관광학전공,24-10-14 오후 3:00,24-10-14 오후 5:00,"BTS를 비롯해 굵직한 콘서트를 맡아온 공연 연출가 김상욱(PLAN A) 대표로부터 공연기획, 대중음악 산업, 한류산업에 대한 업무와 공연실무, 앞으로의 전망 등의 정보를 얻는 시간을 가질 예정입니다.","공연기획,공연실무,문화관광전공,실무자특강,연출감독,월드투어,현직자특강",비교과 (비학점),기타,수업내특강,대면,2,2000,104,104,1,1,,,,,,
5322,0,[진로연계] 현대무용 레퍼토리,[진로연계] 현대무용 레퍼토리,이과대학,무용과,24-10-14 오후 6:00,24-10-23 오후 8:00,무용분석 및 작품 창작 과정을 통한 움직임 표현 능력 개발 프로그램,"레퍼토리,무용과,실습,전공별,전공별진로취업,진로,취업,취업특강,특강,현대무용",비교과 (비학점),취업,전공별진로취업,대면,10,8000,36,33,10,,,,,,,
5244,4514,[도서관] 10월 정기 학술정보이용교육,[10/28(월) 16:30] 참고문헌이 내 손안에! Refworks 활용법,중앙도서관,학술정보운영팀,24-10-28 오후 4:30,24-10-28 오후 5:30,"도서관에서 시행하는 정기 학술정보 이용교육입니다.
학술정보 이용교육을 통해 도서관 소장자료, 구독자료 등의 학술정보를 효과적으로 검색하고 활용하는 방법을 배워보세요.","DBPIA,RefWorks,교보문고,논문작성,도서관,동영상강좌,오디오북,이용교육,이용법,자료작성법,전자책,참고문헌,학술DB,학술논문,학술정보",비교과 (비학점),학습,독서,대면,1,1000,14,8,0.4,,0.6,,,,,
5225,4500,[선배와의간담회] 2024년 하반기 선배와의 간담회(10월),10/28(월) 19~21시 삼성카드 이다현 동문(소프트웨어융합17),대학일자리플러스센터,대학일자리플러스센터,24-10-28 오후 7:00,24-10-28 오후 9:00,"동문선배에게 듣는 취업준비 경험과 현 직무에 대한 정보 공유 

*운영방법:9/30(월), 10/10(목), 10/28(월), 10/30(수), 10/31(목) - Zoom
                  10/29(화)- 대면(진리관 106호)
* 비대면 Zoom으로 진행되는 간담회는 당일  Zoom 주소 문자 안내","LGCNS,네이버,대학일자리센터,동국제약,매치워크,빙그레,삼성카드,선배,선배꿀팁,선배와의대화,선배특강,직무,채널A,취업",비교과 (비학점),취업,특강/워크숍/캠프,대면 비대면 병행(실시간),2,2000,107,67,1,1,,,,,,
5393,0,연구윤리 및 논문작성,연구윤리 및 논문작성,교무처,교무처,24-11-1 오전 12:00,24-12-31 오후 11:45,학부 교직이수자 및 교육대학원 예비교원들을 위한 논문작성방법 및 연구윤리  A~Z까지,"교사,교원양성센터,교육대학원,교직,교직이수자,논문,논문작성,논문작성법,연구,연구윤리,예비교원",비교과 (비학점),학습,워크숍/특강,비대면(녹화),18,2000,214,99,,9,,9,,,,
5179,0,[LCB외식경영전공] 3. ESG 상생의 한국와인 발전을 위한 파주 산머루 농원 견학 및 특강,[LCB외식경영전공] 3. ESG 상생의 한국와인 발전을 위한 파주 산머루 농원 견학 및 특강,문과대학,르꼬르동블루외식경영전공,24-10-5 오후 12:00,24-10-5 오후 5:00,"[2024학년도 전공별 진로취업 비교과 프로그램] 3. ESG 상생의 한국와인 발전을 위한 파주 산머루 농원 견학 및 특강
★ 특강자: 와인연구소 최정욱 소장님 및 산머루 농원 책임자 

ESG 한국농가의 와인 특강을 듣고 직접 농가 포도밭 방문하여 와인생산시설, 셀러/저장고를 견학 및 체험한다. 이후 전문가의 테이스팅 노트를 공유하며 직접 테이스팅을 진행한다.","ESG,LCB,견학,산학연계비교과,상생,실무자특강,와인연구소,특강,한국와인,현장체험",비교과 (비학점),학습,산학연계비교과,대면,5,2000,14,14,,2,,1.5,,,1.5,
5261,4531,SM 투게더 (Sookmyung Together) 자기 주도 동아리 Develop,SM투게더 자기주도 동아리 Develop (10월),대학일자리플러스센터,대학일자리플러스센터,24-10-7 오전 12:00,24-10-31 오전 12:00,"여름방학 때 자기주도 동아리 활동했던 학생 들 중 심화 활동 희망자 대상으로 진행
숙명여자대학교 재학생의 진로 구체화와 자기주도적 활동을 통한 진로∙취업 역량 강화 
빌드업 프로젝트 심층 상담으로 수립한 포트폴리오 계획을 실행하여 취업역량 향상 
정기 모임을 통한 자율과제 수행","Develop,대학일자리센터,동아리,빌드업,자기주도,재맞고,직무탐색,진로,진로동아리,진로연계,취업,취업동아리",비교과 (비학점),진로,진로연계비교과,대면,20,0,20,18,14,,6,,,,,
5260,4543,[LCB외식경영전공] 2024학년도 산학연 연계 비교과 프로그램,2. 와인 유통과 컨설팅 커리어 쌓기,문과대학,르꼬르동블루외식경영전공,24-10-15 오후 1:15,24-10-15 오후 2:45,"산학연 연계 비교과 프로그램 - 환대•외식산업 진출 준비를 위한 역량 강화 릴레이 세미나
1. 프랜차이즈 분야 마케터 커리어 쌓기
2. 와인유통과 컨설팅 커리어 쌓기
3. 외식전공자의 창업과 경영 커리어 쌓기
4. 호텔리어 커리어 쌓기
5. 호텔 현장 견학 및 호텔리어 멘토링
6. 대기업 호스피탈리티 사업부 커리어 쌓기","LCB,경영,릴레이세미나,마케터,산학연계비교과,실무자특강,와인유통,창업,컨설팅,특강,프랜차이즈,현직자특강,호텔리어",비교과 (비학점),학습,산학연계비교과,대면,2,2000,24,24,,1,,1,,,,
5333,4568,2024-2 숙명행복성장주간,"알고있으면 도움이 되는 특별한 학사제도 - 트랙 기반 전공교육과정, 마이크로디그리, 학생자율설계전공 소개",학생지원센터,학생지원센터,24-10-29 오전 10:00,24-10-30 오후 5:00,[숙명행복성장주간] 우리 대학 학생들의 행복성장을 위한 다양한 비교과프로그램 (대면/비대면),"대면비대면,박람회,병행,설명회,숙명행복성장주간,순헌관광장,스노보드,온라인프로그램,진로,진로주간,학생지원센터,학생진로지도,행복성장주간,행정부서박람회",비교과 (비학점),진로,설명회/박람회,대면 비대면 병행(녹화),1,1000,146,142,,1,,,,,,
5333,4569,2024-2 숙명행복성장주간,대학일자리플러스센터 및 청년지원정책 홍보,학생지원센터,학생지원센터,24-10-29 오전 10:00,24-10-30 오후 5:00,[숙명행복성장주간] 우리 대학 학생들의 행복성장을 위한 다양한 비교과프로그램 (대면/비대면),"대면비대면,박람회,병행,설명회,숙명행복성장주간,순헌관광장,스노보드,온라인프로그램,진로,진로주간,학생지원센터,학생진로지도,행복성장주간,행정부서박람회",비교과 (비학점),진로,설명회/박람회,대면 비대면 병행(녹화),1,1000,431,431,,1,,,,,,
5333,4570,2024-2 숙명행복성장주간,체성분 분석검사를 통한 건강상담,학생지원센터,학생지원센터,24-10-29 오전 10:00,24-10-30 오후 5:00,[숙명행복성장주간] 우리 대학 학생들의 행복성장을 위한 다양한 비교과프로그램 (대면/비대면),"대면비대면,박람회,병행,설명회,숙명행복성장주간,순헌관광장,스노보드,온라인프로그램,진로,진로주간,학생지원센터,학생진로지도,행복성장주간,행정부서박람회",비교과 (비학점),진로,설명회/박람회,대면 비대면 병행(녹화),1,1000,237,218,,1,,,,,,
5407,0,예비교사 현장역량강화_교직실무영역,예비교사 현장역량강화_교직실무영역,교무처,교무처,24-11-1 오전 12:00,24-12-31 오후 11:45,"예비교사의 현장성 강화 특강 : 수석교사제도, 교직과교사-영어, 역사교사 입문기 등 소주제 특강 진행","교원양성센터,교작과교사,소주제특강,수석교사제도,역사교사,영어교사,예비교사,입문기,특강,현장강화특강",비교과 (비학점),학습,워크숍/특강,비대면(녹화),2,500,33,20,,1,,0.4,,0.6,,
